id,label
60537,4
60538,2
60539,0
60540,1
60541,4
60542,0
60543,3
60544,7
60545,5
60546,4
60547,1
60548,0
60549,9
60550,4
60551,9
60552,9
60553,4
60554,0
60555,8
60556,4
60557,2
60558,2
60559,7
60560,4
60561,0
60562,0
60563,6
60564,5
60565,4
60566,3
60567,1
60568,8
60569,9
60570,4
60571,5
60572,1
60573,7
60574,4
60575,7
60576,8
60577,7
60578,5
60579,6
60580,2
60581,3
60582,3
60583,6
60584,7
60585,4
60586,1
60587,6
60588,0
60589,8
60590,0
60591,4
60592,7
60593,4
60594,9
60595,5
60596,2
60597,6
60598,5
60599,6
60600,4
60601,0
60602,7
60603,0
60604,3
60605,0
60606,8
60607,5
60608,9
60609,6
60610,4
60611,1
60612,2
60613,8
60614,5
60615,5
60616,1
60617,6
60618,1
60619,5
60620,2
60621,0
60622,6
60623,7
60624,8
60625,7
60626,3
60627,5
60628,0
60629,2
60630,3
60631,3
60632,7
60633,7
60634,0
60635,7
60636,2
60637,6
60638,6
60639,3
60640,2
60641,6
60642,9
60643,8
60644,2
60645,7
60646,5
60647,9
60648,9
60649,9
60650,3
60651,8
60652,9
60653,5
60654,0
60655,3
60656,3
60657,5
60658,7
60659,1
60660,1
60661,5
60662,4
60663,5
60664,7
60665,1
60666,2
60667,4
60668,8
60669,3
60670,1
60671,3
60672,1
60673,5
60674,0
60675,1
60676,4
60677,6
60678,8
60679,0
60680,3
60681,5
60682,3
60683,5
60684,8
60685,5
60686,4
60687,0
60688,1
60689,4
60690,3
60691,7
60692,0
60693,5
60694,1
60695,1
60696,3
60697,4
60698,8
60699,2
60700,6
60701,4
60702,7
60703,8
60704,0
60705,7
60706,1
60707,7
60708,9
60709,9
60710,1
60711,6
60712,5
60713,8
60714,4
60715,8
60716,9
60717,1
60718,9
60719,1
60720,4
60721,8
60722,1
60723,5
60724,1
60725,5
60726,7
60727,7
60728,8
60729,2
60730,8
60731,4
60732,4
60733,2
60734,8
60735,8
60736,5
60737,4
60738,0
60739,2
60740,1
60741,8
60742,4
60743,4
60744,5
60745,4
60746,1
60747,0
60748,3
60749,3
60750,5
60751,5
60752,3
60753,3
60754,6
60755,4
60756,2
60757,0
60758,5
60759,4
60760,3
60761,6
60762,3
60763,7
60764,1
60765,0
60766,8
60767,5
60768,6
60769,3
60770,4
60771,8
60772,1
60773,0
60774,0
60775,2
60776,4
60777,2
60778,6
60779,2
60780,7
60781,1
60782,7
60783,2
60784,5
60785,0
60786,9
60787,6
60788,8
60789,6
60790,5
60791,1
60792,8
60793,3
60794,2
60795,8
60796,7
60797,7
60798,4
60799,2
60800,8
60801,3
60802,3
60803,6
60804,1
60805,2
60806,2
60807,0
60808,0
60809,2
60810,1
60811,2
60812,7
60813,4
60814,2
60815,5
60816,4
60817,0
60818,0
60819,8
60820,3
60821,4
60822,9
60823,7
60824,8
60825,8
60826,6
60827,4
60828,3
60829,5
60830,3
60831,4
60832,4
60833,7
60834,1
60835,8
60836,8
60837,2
60838,2
60839,1
60840,7
60841,6
60842,9
60843,2
60844,8
60845,8
60846,2
60847,2
60848,1
60849,2
60850,9
60851,6
60852,0
60853,6
60854,5
60855,1
60856,1
60857,3
60858,9
60859,0
60860,3
60861,8
60862,8
60863,0
60864,6
60865,1
60866,4
60867,1
60868,6
60869,2
60870,4
60871,4
60872,1
60873,6
60874,2
60875,0
60876,1
60877,0
60878,5
60879,4
60880,9
60881,9
60882,2
60883,4
60884,1
60885,1
60886,8
60887,7
60888,7
60889,0
60890,5
60891,6
60892,5
60893,7
60894,5
60895,9
60896,4
60897,8
60898,9
60899,1
60900,0
60901,7
60902,6
60903,5
60904,8
60905,1
60906,8
60907,6
60908,4
60909,5
60910,0
60911,5
60912,5
60913,7
60914,6
60915,4
60916,6
60917,6
60918,0
60919,5
60920,8
60921,9
60922,3
60923,3
60924,7
60925,8
60926,9
60927,2
60928,8
60929,4
60930,4
60931,9
60932,9
60933,8
60934,2
60935,4
60936,4
60937,4
60938,5
60939,0
60940,5
60941,2
60942,8
60943,4
60944,3
60945,5
60946,8
60947,1
60948,2
60949,1
60950,0
60951,4
60952,8
60953,9
60954,8
60955,1
60956,9
60957,9
60958,5
60959,9
60960,7
60961,0
60962,9
60963,8
60964,1
60965,3
60966,1
60967,7
60968,0
60969,3
60970,6
60971,3
60972,4
60973,2
60974,2
60975,9
60976,4
60977,0
60978,1
60979,2
60980,5
60981,5
60982,2
60983,8
60984,5
60985,9
60986,7
60987,5
60988,4
60989,6
60990,5
60991,8
60992,5
60993,0
60994,7
60995,3
60996,8
60997,5
60998,8
60999,8
61000,2
61001,6
61002,4
61003,7
61004,8
61005,4
61006,1
61007,4
61008,4
61009,1
61010,8
61011,6
61012,6
61013,3
61014,5
61015,4
61016,7
61017,1
61018,8
61019,8
61020,0
61021,3
61022,7
61023,7
61024,3
61025,1
61026,3
61027,2
61028,1
61029,0
61030,6
61031,8
61032,2
61033,8
61034,8
61035,3
61036,5
61037,9
61038,8
61039,4
61040,9
61041,2
61042,1
61043,7
61044,0
61045,0
61046,2
61047,3
61048,8
61049,2
61050,9
61051,5
61052,9
61053,7
61054,3
61055,7
61056,5
61057,9
61058,4
61059,7
61060,8
61061,9
61062,7
61063,2
61064,3
61065,4
61066,2
61067,8
61068,0
61069,1
61070,9
61071,1
61072,7
61073,1
61074,8
61075,6
61076,8
61077,3
61078,7
61079,3
61080,4
61081,5
61082,8
61083,5
61084,7
61085,5
61086,9
61087,8
61088,8
61089,2
61090,7
61091,1
61092,0
61093,1
61094,2
61095,7
61096,4
61097,4
61098,3
61099,2
61100,1
61101,1
61102,2
61103,2
61104,4
61105,8
61106,8
61107,9
61108,7
61109,9
61110,6
61111,1
61112,0
61113,4
61114,3
61115,7
61116,1
61117,6
61118,1
61119,2
61120,7
61121,8
61122,8
61123,7
61124,6
61125,4
61126,0
61127,9
61128,5
61129,6
61130,5
61131,5
61132,9
61133,8
61134,2
61135,7
61136,4
61137,5
61138,4
61139,6
61140,2
61141,5
61142,5
61143,8
61144,5
61145,1
61146,5
61147,6
61148,6
61149,3
61150,6
61151,3
61152,0
61153,4
61154,8
61155,8
61156,2
61157,5
61158,2
61159,2
61160,2
61161,3
61162,6
61163,4
61164,2
61165,3
61166,3
61167,6
61168,4
61169,7
61170,8
61171,4
61172,4
61173,2
61174,7
61175,5
61176,9
61177,8
61178,8
61179,4
61180,0
61181,1
61182,9
61183,4
61184,0
61185,5
61186,9
61187,9
61188,2
61189,1
61190,7
61191,7
61192,0
61193,2
61194,7
61195,1
61196,4
61197,0
61198,6
61199,6
61200,8
61201,7
61202,5
61203,1
61204,7
61205,2
61206,5
61207,5
61208,2
61209,3
61210,1
61211,9
61212,3
61213,2
61214,6
61215,7
61216,6
61217,3
61218,2
61219,6
61220,7
61221,4
61222,8
61223,2
61224,1
61225,2
61226,9
61227,7
61228,6
61229,4
61230,4
61231,3
61232,4
61233,8
61234,5
61235,0
61236,3
61237,1
61238,1
61239,3
61240,2
61241,8
61242,2
61243,1
61244,5
61245,8
61246,3
61247,5
61248,7
61249,1
61250,6
61251,0
61252,3
61253,0
61254,6
61255,3
61256,7
61257,9
61258,0
61259,9
61260,2
61261,7
61262,9
61263,5
61264,6
61265,1
61266,3
61267,2
61268,2
61269,3
61270,5
61271,5
61272,2
61273,6
61274,3
61275,8
61276,5
61277,2
61278,0
61279,0
61280,8
61281,1
61282,1
61283,5
61284,5
61285,5
61286,7
61287,7
61288,6
61289,2
61290,3
61291,2
61292,2
61293,4
61294,3
61295,5
61296,4
61297,7
61298,4
61299,6
61300,9
61301,8
61302,1
61303,7
61304,5
61305,8
61306,5
61307,2
61308,3
61309,3
61310,4
61311,1
61312,2
61313,3
61314,8
61315,8
61316,0
61317,5
61318,7
61319,5
61320,0
61321,9
61322,7
61323,4
61324,0
61325,8
61326,0
61327,0
61328,8
61329,7
61330,1
61331,1
61332,6
61333,3
61334,8
61335,7
61336,4
61337,9
61338,1
61339,1
61340,4
61341,5
61342,5
61343,6
61344,4
61345,9
61346,6
61347,1
61348,2
61349,4
61350,4
61351,9
61352,0
61353,4
61354,8
61355,9
61356,8
61357,3
61358,8
61359,4
61360,3
61361,3
61362,8
61363,8
61364,5
61365,2
61366,3
61367,1
61368,6
61369,0
61370,5
61371,7
61372,3
61373,8
61374,0
61375,5
61376,2
61377,5
61378,5
61379,3
61380,1
61381,8
61382,0
61383,7
61384,9
61385,4
61386,8
61387,3
61388,6
61389,9
61390,9
61391,0
61392,0
61393,7
61394,7
61395,4
61396,3
61397,3
61398,3
61399,9
61400,0
61401,1
61402,7
61403,1
61404,9
61405,7
61406,6
61407,0
61408,7
61409,0
61410,6
61411,7
61412,2
61413,2
61414,0
61415,7
61416,1
61417,5
61418,1
61419,3
61420,1
61421,4
61422,4
61423,2
61424,6
61425,5
61426,6
61427,5
61428,9
61429,4
61430,8
61431,6
61432,0
61433,0
61434,0
61435,3
61436,0
61437,4
61438,7
61439,1
61440,7
61441,1
61442,3
61443,0
61444,2
61445,6
61446,9
61447,6
61448,0
61449,8
61450,0
61451,5
61452,4
61453,3
61454,7
61455,3
61456,9
61457,0
61458,7
61459,3
61460,1
61461,3
61462,3
61463,5
61464,5
61465,0
61466,3
61467,3
61468,9
61469,4
61470,1
61471,0
61472,1
61473,9
61474,9
61475,5
61476,9
61477,2
61478,7
61479,8
61480,5
61481,6
61482,0
61483,9
61484,2
61485,1
61486,8
61487,7
61488,0
61489,3
61490,2
61491,0
61492,0
61493,8
61494,1
61495,9
61496,4
61497,7
61498,9
61499,9
61500,9
61501,3
61502,8
61503,4
61504,2
61505,5
61506,8
61507,6
61508,4
61509,8
61510,5
61511,1
61512,0
61513,8
61514,9
61515,5
61516,6
61517,1
61518,8
61519,2
61520,4
61521,0
61522,2
61523,9
61524,7
61525,4
61526,4
61527,3
61528,5
61529,2
61530,4
61531,7
61532,7
61533,2
61534,2
61535,0
61536,7
61537,4
61538,9
61539,6
61540,0
61541,6
61542,9
61543,9
61544,8
61545,4
61546,7
61547,5
61548,5
61549,3
61550,4
61551,4
61552,4
61553,2
61554,7
61555,2
61556,3
61557,0
61558,4
61559,0
61560,9
61561,7
61562,8
61563,4
61564,1
61565,9
61566,6
61567,3
61568,6
61569,8
61570,5
61571,0
61572,4
61573,0
61574,8
61575,8
61576,0
61577,1
61578,0
61579,0
61580,7
61581,2
61582,8
61583,7
61584,9
61585,8
61586,7
61587,4
61588,9
61589,3
61590,0
61591,1
61592,5
61593,2
61594,8
61595,7
61596,9
61597,4
61598,2
61599,9
61600,7
61601,5
61602,0
61603,6
61604,9
61605,5
61606,1
61607,5
61608,1
61609,3
61610,5
61611,0
61612,7
61613,4
61614,9
61615,8
61616,8
61617,9
61618,5
61619,2
61620,7
61621,0
61622,8
61623,7
61624,9
61625,5
61626,5
61627,1
61628,2
61629,1
61630,5
61631,9
61632,7
61633,2
61634,2
61635,8
61636,9
61637,8
61638,8
61639,2
61640,3
61641,9
61642,2
61643,5
61644,1
61645,9
61646,3
61647,7
61648,0
61649,8
61650,3
61651,6
61652,4
61653,5
61654,6
61655,4
61656,1
61657,0
61658,7
61659,7
61660,3
61661,0
61662,1
61663,0
61664,0
61665,4
61666,4
61667,5
61668,0
61669,9
61670,6
61671,7
61672,5
61673,4
61674,0
61675,2
61676,9
61677,8
61678,2
61679,7
61680,3
61681,1
61682,5
61683,5
61684,7
61685,7
61686,2
61687,6
61688,3
61689,9
61690,1
61691,6
61692,0
61693,3
61694,1
61695,0
61696,3
61697,6
61698,9
61699,5
61700,4
61701,9
61702,3
61703,1
61704,2
61705,5
61706,1
61707,7
61708,1
61709,8
61710,8
61711,4
61712,7
61713,7
61714,0
61715,4
61716,1
61717,8
61718,0
61719,0
61720,2
61721,2
61722,0
61723,0
61724,2
61725,3
61726,5
61727,2
61728,2
61729,5
61730,5
61731,2
61732,2
61733,9
61734,3
61735,2
61736,2
61737,5
61738,4
61739,5
61740,7
61741,5
61742,1
61743,1
61744,0
61745,4
61746,4
61747,5
61748,1
61749,9
61750,9
61751,0
61752,0
61753,7
61754,2
61755,2
61756,7
61757,2
61758,6
61759,3
61760,8
61761,0
61762,6
61763,9
61764,2
61765,1
61766,8
61767,9
61768,0
61769,8
61770,9
61771,1
61772,3
61773,1
61774,1
61775,4
61776,1
61777,8
61778,2
61779,0
61780,4
61781,4
61782,8
61783,9
61784,8
61785,2
61786,8
61787,1
61788,1
61789,8
61790,6
61791,1
61792,7
61793,7
61794,6
61795,1
61796,8
61797,8
61798,3
61799,1
61800,9
61801,1
61802,5
61803,2
61804,2
61805,4
61806,1
61807,0
61808,8
61809,2
61810,2
61811,5
61812,1
61813,1
61814,8
61815,4
61816,2
61817,4
61818,0
61819,4
61820,2
61821,8
61822,1
61823,4
61824,0
61825,9
61826,8
61827,9
61828,7
61829,0
61830,1
61831,3
61832,1
61833,0
61834,5
61835,4
61836,3
61837,6
61838,4
61839,8
61840,3
61841,8
61842,7
61843,0
61844,8
61845,5
61846,8
61847,4
61848,2
61849,2
61850,9
61851,0
61852,9
61853,7
61854,5
61855,6
61856,0
61857,0
61858,0
61859,9
61860,2
61861,8
61862,0
61863,6
61864,8
61865,7
61866,2
61867,1
61868,4
61869,4
61870,8
61871,7
61872,2
61873,5
61874,7
61875,9
61876,7
61877,5
61878,4
61879,2
61880,1
61881,3
61882,5
61883,4
61884,7
61885,7
61886,7
61887,8
61888,7
61889,0
61890,1
61891,2
61892,1
61893,3
61894,2
61895,4
61896,3
61897,8
61898,0
61899,0
61900,6
61901,5
61902,4
61903,1
61904,5
61905,0
61906,7
61907,0
61908,8
61909,6
61910,8
61911,0
61912,7
61913,0
61914,2
61915,4
61916,1
61917,3
61918,0
61919,9
61920,2
61921,3
61922,2
61923,0
61924,5
61925,5
61926,3
61927,8
61928,8
61929,9
61930,0
61931,5
61932,8
61933,2
61934,7
61935,8
61936,4
61937,9
61938,7
61939,9
61940,7
61941,2
61942,1
61943,0
61944,6
61945,6
61946,1
61947,3
61948,0
61949,8
61950,3
61951,1
61952,0
61953,3
61954,7
61955,1
61956,6
61957,8
61958,4
61959,2
61960,2
61961,4
61962,0
61963,9
61964,7
61965,9
61966,5
61967,4
61968,2
61969,2
61970,7
61971,7
61972,7
61973,0
61974,6
61975,1
61976,9
61977,2
61978,6
61979,8
61980,8
61981,7
61982,8
61983,2
61984,2
61985,7
61986,6
61987,9
61988,7
61989,8
61990,4
61991,8
61992,1
61993,8
61994,5
61995,2
61996,8
61997,9
61998,1
61999,3
62000,8
62001,2
62002,1
62003,1
62004,3
62005,8
62006,4
62007,5
62008,7
62009,4
62010,7
62011,6
62012,3
62013,7
62014,5
62015,0
62016,7
62017,8
62018,8
62019,8
62020,4
62021,9
62022,7
62023,9
62024,0
62025,1
62026,0
62027,8
62028,2
62029,1
62030,7
62031,8
62032,4
62033,0
62034,4
62035,5
62036,2
62037,8
62038,5
62039,1
62040,8
62041,2
62042,2
62043,3
62044,3
62045,1
62046,5
62047,3
62048,3
62049,3
62050,0
62051,7
62052,8
62053,0
62054,3
62055,2
62056,6
62057,0
62058,8
62059,0
62060,3
62061,0
62062,8
62063,7
62064,6
62065,0
62066,5
62067,8
62068,9
62069,5
62070,0
62071,8
62072,8
62073,4
62074,5
62075,8
62076,8
62077,0
62078,7
62079,2
62080,0
62081,8
62082,6
62083,6
62084,2
62085,5
62086,5
62087,4
62088,3
62089,8
62090,6
62091,3
62092,0
62093,3
62094,2
62095,9
62096,5
62097,2
62098,9
62099,0
62100,7
62101,9
62102,1
62103,4
62104,4
62105,3
62106,8
62107,0
62108,3
62109,8
62110,4
62111,5
62112,4
62113,1
62114,7
62115,2
62116,8
62117,5
62118,4
62119,4
62120,3
62121,0
62122,7
62123,9
62124,5
62125,3
62126,1
62127,4
62128,4
62129,8
62130,8
62131,8
62132,3
62133,7
62134,5
62135,9
62136,7
62137,4
62138,5
62139,7
62140,6
62141,2
62142,1
62143,7
62144,6
62145,5
62146,3
62147,5
62148,0
62149,5
62150,6
62151,2
62152,8
62153,7
62154,8
62155,2
62156,4
62157,7
62158,8
62159,6
62160,4
62161,5
62162,9
62163,2
62164,8
62165,6
62166,1
62167,8
62168,5
62169,1
62170,6
62171,2
62172,1
62173,1
62174,0
62175,1
62176,8
62177,0
62178,8
62179,8
62180,3
62181,8
62182,2
62183,4
62184,5
62185,6
62186,1
62187,4
62188,1
62189,2
62190,8
62191,9
62192,3
62193,3
62194,0
62195,9
62196,5
62197,7
62198,4
62199,4
62200,6
62201,0
62202,2
62203,6
62204,8
62205,9
62206,4
62207,6
62208,1
62209,6
62210,0
62211,2
62212,2
62213,9
62214,3
62215,1
62216,1
62217,2
62218,1
62219,5
62220,3
62221,9
62222,1
62223,9
62224,2
62225,5
62226,6
62227,0
62228,7
62229,5
62230,5
62231,0
62232,6
62233,5
62234,0
62235,2
62236,2
62237,7
62238,7
62239,3
62240,0
62241,1
62242,4
62243,5
62244,7
62245,4
62246,6
62247,6
62248,7
62249,2
62250,4
62251,9
62252,1
62253,8
62254,3
62255,9
62256,6
62257,5
62258,0
62259,1
62260,6
62261,7
62262,5
62263,0
62264,9
62265,0
62266,7
62267,1
62268,2
62269,7
62270,6
62271,5
62272,3
62273,6
62274,3
62275,8
62276,2
62277,2
62278,8
62279,7
62280,7
62281,3
62282,7
62283,4
62284,2
62285,7
62286,0
62287,3
62288,7
62289,1
62290,3
62291,3
62292,6
62293,5
62294,9
62295,6
62296,8
62297,0
62298,7
62299,2
62300,7
62301,7
62302,8
62303,9
62304,9
62305,9
62306,6
62307,8
62308,5
62309,4
62310,4
62311,4
62312,7
62313,0
62314,1
62315,8
62316,5
62317,3
62318,5
62319,9
62320,7
62321,5
62322,6
62323,2
62324,2
62325,5
62326,7
62327,7
62328,2
62329,0
62330,7
62331,5
62332,1
62333,6
62334,4
62335,0
62336,8
62337,1
62338,2
62339,1
62340,5
62341,9
62342,8
62343,6
62344,9
62345,2
62346,4
62347,8
62348,9
62349,5
62350,2
62351,5
62352,0
62353,5
62354,2
62355,5
62356,0
62357,8
62358,1
62359,6
62360,9
62361,8
62362,7
62363,0
62364,1
62365,6
62366,4
62367,1
62368,3
62369,4
62370,2
62371,4
62372,5
62373,7
62374,2
62375,3
62376,8
62377,8
62378,4
62379,6
62380,8
62381,2
62382,4
62383,7
62384,8
62385,7
62386,6
62387,9
62388,0
62389,6
62390,6
62391,0
62392,3
62393,9
62394,2
62395,6
62396,5
62397,0
62398,7
62399,1
62400,4
62401,5
62402,7
62403,4
62404,2
62405,0
62406,3
62407,5
62408,0
62409,3
62410,1
62411,7
62412,6
62413,8
62414,8
62415,6
62416,0
62417,7
62418,7
62419,5
62420,5
62421,7
62422,4
62423,8
62424,2
62425,0
62426,6
62427,9
62428,0
62429,0
62430,3
62431,4
62432,9
62433,4
62434,3
62435,0
62436,0
62437,4
62438,6
62439,0
62440,8
62441,4
62442,4
62443,1
62444,4
62445,3
62446,9
62447,6
62448,8
62449,8
62450,3
62451,5
62452,8
62453,2
62454,3
62455,8
62456,8
62457,7
62458,4
62459,7
62460,3
62461,3
62462,6
62463,1
62464,0
62465,2
62466,4
62467,4
62468,9
62469,8
62470,2
62471,7
62472,5
62473,1
62474,9
62475,4
62476,3
62477,1
62478,1
62479,8
62480,1
62481,8
62482,7
62483,7
62484,9
62485,7
62486,0
62487,1
62488,8
62489,8
62490,5
62491,7
62492,5
62493,3
62494,8
62495,7
62496,7
62497,7
62498,0
62499,3
62500,0
62501,7
62502,1
62503,4
62504,4
62505,9
62506,6
62507,8
62508,8
62509,2
62510,8
62511,1
62512,4
62513,3
62514,9
62515,1
62516,0
62517,5
62518,5
62519,0
62520,3
62521,4
62522,4
62523,9
62524,5
62525,1
62526,8
62527,4
62528,9
62529,2
62530,1
62531,7
62532,9
62533,7
62534,5
62535,8
62536,9
62537,9
62538,0
62539,0
62540,7
62541,7
62542,8
62543,3
62544,8
62545,1
62546,7
62547,1
62548,6
62549,5
62550,1
62551,8
62552,0
62553,9
62554,0
62555,3
62556,3
62557,9
62558,7
62559,0
62560,8
62561,4
62562,8
62563,8
62564,4
62565,1
62566,8
62567,5
62568,7
62569,4
62570,5
62571,5
62572,6
62573,7
62574,3
62575,8
62576,1
62577,4
62578,2
62579,7
62580,8
62581,2
62582,8
62583,0
62584,7
62585,9
62586,5
62587,8
62588,3
62589,1
62590,8
62591,8
62592,5
62593,9
62594,4
62595,3
62596,1
62597,6
62598,6
62599,7
62600,7
62601,2
62602,5
62603,6
62604,7
62605,5
62606,1
62607,9
62608,6
62609,5
62610,5
62611,9
62612,4
62613,0
62614,3
62615,6
62616,0
62617,9
62618,0
62619,8
62620,3
62621,9
62622,9
62623,1
62624,9
62625,1
62626,2
62627,3
62628,7
62629,7
62630,6
62631,6
62632,9
62633,1
62634,9
62635,0
62636,4
62637,2
62638,5
62639,3
62640,9
62641,4
62642,5
62643,1
62644,7
62645,8
62646,2
62647,9
62648,1
62649,7
62650,7
62651,5
62652,5
62653,1
62654,9
62655,2
62656,1
62657,8
62658,0
62659,6
62660,0
62661,9
62662,1
62663,4
62664,0
62665,9
62666,1
62667,7
62668,8
62669,9
62670,7
62671,2
62672,2
62673,9
62674,8
62675,1
62676,5
62677,0
62678,9
62679,9
62680,4
62681,1
62682,9
62683,2
62684,8
62685,0
62686,3
62687,8
62688,2
62689,4
62690,2
62691,3
62692,5
62693,9
62694,5
62695,7
62696,3
62697,9
62698,6
62699,4
62700,9
62701,9
62702,3
62703,7
62704,3
62705,4
62706,2
62707,3
62708,3
62709,4
62710,9
62711,3
62712,0
62713,5
62714,5
62715,1
62716,4
62717,6
62718,4
62719,7
62720,3
62721,9
62722,6
62723,0
62724,3
62725,3
62726,5
62727,9
62728,4
62729,0
62730,1
62731,2
62732,7
62733,3
62734,3
62735,2
62736,3
62737,5
62738,2
62739,7
62740,1
62741,2
62742,3
62743,1
62744,9
62745,8
62746,0
62747,1
62748,8
62749,5
62750,7
62751,5
62752,4
62753,7
62754,8
62755,7
62756,3
62757,5
62758,1
62759,9
62760,6
62761,7
62762,2
62763,7
62764,5
62765,6
62766,0
62767,2
62768,7
62769,3
62770,2
62771,3
62772,3
62773,0
62774,6
62775,2
62776,2
62777,3
62778,1
62779,9
62780,3
62781,7
62782,2
62783,5
62784,8
62785,3
62786,1
62787,1
62788,8
62789,9
62790,8
62791,8
62792,5
62793,9
62794,0
62795,5
62796,8
62797,4
62798,2
